"","Row Labels","Count of PARK_NAME","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","BURGLARY","MANSLAUGHTER, NEGLIGENT","RAPE, ATTEMPTED","RAPE, FORCIBLE","ROBBERY","THEFT FROM MOTOR VEHICLE - ATTEMPT","THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER)","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","THEFT FROM PERSON - ATTEMPT","THEFT, PERSON","Grand Total","Total population","Median Income","Pools","Gym","Restroom"
"314",6037294610,2,10,17,0,0,0,1,0,5,4,0,0,37,4311,"35709",1,1,2
"315",6037294620,2,8,5,0,0,2,4,0,1,0,0,1,21,4658,"41100",0,0,0
"316",6037294701,1,4,13,0,0,0,2,1,2,9,0,0,31,3148,"27104",0,1,0
"317",6037294820,2,24,26,0,0,5,12,0,1,15,0,2,85,3742,"32060",0,0,0
"318",6037294830,1,46,22,0,1,3,34,0,6,26,0,4,142,3908,"31830",0,0,0
"319",6037294900,2,53,38,0,1,6,29,0,4,22,0,9,162,3661,"39531",0,0,2
"320",6037295103,1,0,2,0,0,0,0,0,0,0,0,0,2,4890,"102073",0,0,1
"321",6037296220,2,1,4,0,0,0,2,0,3,2,0,0,12,4226,"27345",0,0,0
"322",6037296300,2,0,11,0,0,0,1,0,0,9,0,0,21,4792,"87070",0,0,0
"323",6037296401,2,0,2,0,0,0,0,0,2,1,0,0,5,3280,"78125",0,0,2
"324",6037296500,2,6,14,0,0,2,5,1,9,15,0,0,52,4113,"36378",0,0,0
"325",6037296600,1,4,7,0,0,0,7,0,0,5,0,0,23,5015,"29559",0,0,0
"326",6037297110,3,33,26,0,0,1,39,1,7,34,0,2,143,4850,"32279",0,0,0
"327",6037297120,4,18,23,0,0,2,22,1,3,23,1,2,95,3560,"44005",0,1,0
"328",6037297201,1,21,26,0,0,4,7,2,0,19,0,2,81,4003,"61292",0,0,0
"329",6037297400,5,1,10,0,0,0,3,1,3,4,0,0,22,3703,"93073",0,0,2
"330",6037297601,1,0,0,0,0,0,0,0,0,0,0,0,0,2559,"57857",0,0,0
"331",6037297602,7,32,53,0,0,3,21,0,14,53,0,1,177,3929,"61637",2,0,6
"332",6037300100,1,0,0,0,0,0,0,0,0,0,0,0,0,5917,"118286",0,0,0
"333",6037300200,1,0,0,0,0,0,0,0,0,0,0,0,0,5629,"83203",0,0,2
"334",6037300301,2,0,0,0,0,0,0,0,0,0,0,0,0,6199,"105779",0,0,0
"335",6037300400,8,0,0,0,0,0,0,0,0,0,0,0,0,5767,"81201",0,0,9
"336",6037300502,5,0,0,0,0,0,0,0,0,0,0,0,0,5827,"73819",0,0,3
"337",6037300600,4,0,0,0,0,0,0,0,0,0,0,0,0,9197,"63447",0,0,0
"338",6037300701,3,0,0,0,0,0,0,0,0,0,0,0,0,6269,"122644",0,0,0
"339",6037300800,2,0,0,0,0,0,0,0,0,0,0,0,0,7836,"90253",0,0,1
"340",6037300901,1,0,0,0,0,0,0,0,0,0,0,0,0,6366,"159923",0,0,0
"341",6037300902,8,0,0,0,0,0,0,0,0,1,0,0,1,2075,"130893",1,0,1
"342",6037301000,1,0,0,0,0,0,0,0,0,0,0,0,0,4945,"52298",0,0,0
"343",6037301204,1,0,0,0,0,0,0,0,0,0,0,0,0,5096,"50175",0,0,0
"344",6037301300,4,0,0,0,0,0,0,0,0,0,0,0,0,1932,"133507",0,0,1
"345",6037301400,1,0,0,0,0,0,0,0,0,0,0,0,0,3734,"109643",1,0,2
"346",6037301602,3,1,1,0,0,0,1,0,2,4,0,0,9,4290,"53849",0,0,0
"347",6037301701,1,0,0,0,0,0,0,0,0,0,0,0,0,3123,"69593",0,0,1
"348",6037301802,1,0,0,0,0,0,0,0,0,0,0,0,0,3728,"39091",1,0,2
"349",6037301900,1,0,0,0,0,0,0,0,0,0,0,0,0,8099,"49797",0,0,1
"350",6037302104,1,1,7,0,0,0,4,0,2,6,0,0,20,4166,"54375",0,0,1
"351",6037302201,1,0,0,0,0,0,0,0,0,0,0,0,0,3794,"22750",0,0,0
"352",6037302202,1,0,0,0,0,0,0,0,0,0,0,0,0,5157,"35270",0,0,0
"353",6037302301,3,0,0,0,0,0,0,0,0,1,0,0,1,4347,"56050",0,0,0
"354",6037302302,2,6,5,0,0,0,0,0,2,1,0,0,14,5212,"45321",0,0,0
"355",6037302401,3,5,4,0,0,0,4,0,3,5,0,0,21,6431,"35187",1,3,2
"356",6037302504,4,0,0,0,0,0,0,0,0,0,0,0,0,4324,"33314",0,1,1
"357",6037302506,7,9,5,0,0,2,3,0,2,12,0,1,34,3453,"54595",1,0,3
"358",6037310100,2,0,0,0,0,0,0,0,0,0,0,0,0,5982,"131016",0,0,0
"359",6037310201,2,0,0,0,0,0,0,0,0,0,0,0,0,5533,"70997",0,0,0
"360",6037310202,2,0,0,0,0,0,0,0,0,0,0,0,0,5023,"68781",0,0,0
"361",6037310300,3,0,0,0,0,0,0,0,0,0,0,0,0,2824,"135714",0,0,0
"362",6037310400,1,0,1,0,0,0,0,0,1,2,0,0,4,3238,"71953",0,0,1
"363",6037310501,1,0,0,0,0,0,0,0,0,0,0,0,0,3908,"53793",0,0,1
"364",6037310602,1,0,0,0,0,0,0,0,0,0,0,0,0,2594,"86875",0,0,0
"365",6037310701,1,0,0,0,0,0,0,0,0,0,0,0,0,2374,"24728",1,1,1
"366",6037310703,1,0,0,0,0,0,0,0,0,0,0,0,0,5033,"37500",0,0,2
"367",6037310900,1,0,0,0,0,0,0,0,0,0,0,0,0,5990,"74667",0,0,0
"368",6037311000,2,0,0,0,0,0,0,0,0,0,0,0,0,3953,"84167",0,0,2
"369",6037311100,2,4,8,0,0,1,2,0,1,6,0,1,23,4186,"97993",0,0,2
"370",6037311200,4,5,7,0,0,2,5,0,1,6,0,0,26,3244,"76454",0,0,1
"371",6037311500,2,0,0,0,0,0,0,0,0,0,0,0,0,5492,"78333",2,1,1
"372",6037311600,1,1,0,0,0,0,0,0,0,0,0,0,1,6631,"74804",0,0,0
"373",6037311700,2,0,0,0,0,0,0,0,0,1,0,0,1,6069,"79818",0,0,1
"374",6037311801,1,0,0,0,0,0,0,0,0,0,0,0,0,3139,"56550",0,0,1
"375",6037311802,4,0,0,0,0,0,0,0,0,0,0,0,0,3755,"51103",0,1,2
"376",6037320000,1,2,28,0,0,1,5,0,8,17,0,1,62,0,"-",0,0,0
"377",6037320100,1,13,15,0,0,0,4,1,2,12,0,0,47,7605,"64583",0,0,0
"378",6037320202,3,6,3,0,0,0,3,0,0,2,0,0,14,5966,"70735",2,0,2
"379",6037320300,4,14,14,0,1,1,9,0,3,9,0,1,52,6665,"46096",0,1,1
"380",6037400204,2,0,0,0,0,0,0,0,0,0,0,0,0,6252,"109151",0,0,0
"381",6037400205,1,0,0,0,0,0,0,0,0,0,0,0,0,2972,"156898",0,0,0
"382",6037400206,3,0,0,0,0,0,0,0,0,0,0,0,0,5402,"117500",0,0,1
"383",6037400207,9,0,0,0,0,0,0,0,0,0,0,0,0,4793,"125052",0,0,1
"384",6037400304,5,0,0,0,0,0,0,0,0,0,0,0,0,7171,"71030",0,0,1
"385",6037400404,3,0,0,0,0,0,0,0,0,0,0,0,0,4517,"124333",0,0,0
"386",6037400602,4,0,0,0,0,0,0,0,0,0,0,0,0,4079,"56786",0,0,3
"387",6037400603,1,0,0,0,0,0,0,0,0,0,0,0,0,5413,"74038",0,0,0
"388",6037400604,9,0,0,0,0,0,0,0,0,0,0,0,0,3205,"74635",0,0,2
"389",6037400800,7,0,0,0,0,0,0,0,0,0,0,0,0,6216,"78214",0,0,2
"390",6037400900,2,0,0,0,0,0,0,0,0,0,0,0,0,4155,"71250",0,0,0
"391",6037401001,3,0,0,0,0,0,0,0,0,0,0,0,0,3265,"104688",0,0,1
"392",6037401101,1,0,0,0,0,0,0,0,0,0,0,0,0,5416,"55634",0,0,1
"393",6037401102,1,0,0,0,0,0,0,0,0,0,0,0,0,3025,"60655",0,0,1
"394",6037401202,2,0,0,0,0,0,0,0,0,0,0,0,0,4747,"90900",0,0,3
"395",6037401203,1,0,0,0,0,0,0,0,0,0,0,0,0,5454,"67986",0,0,0
"396",6037401311,3,0,0,0,0,0,0,0,0,0,0,0,0,6108,"76755",0,0,1
"397",6037401312,5,0,0,0,0,0,0,0,0,0,0,0,0,5643,"66786",0,0,1
"398",6037401500,2,0,0,0,0,0,0,0,0,0,0,0,0,6100,"70446",0,0,0
"399",6037401601,2,0,0,0,0,0,0,0,0,0,0,0,0,5247,"60885",0,0,0
"400",6037401602,2,0,0,0,0,0,0,0,0,0,0,0,0,6033,"64511",1,1,3
"401",6037401603,4,0,0,0,0,0,0,0,0,0,0,0,0,2671,"55718",0,0,3
"402",6037401701,1,0,0,0,0,0,0,0,0,0,0,0,0,4211,"62063",0,0,1
"403",6037401703,1,0,0,0,0,0,0,0,0,0,0,0,0,4559,"55119",0,0,0
"404",6037401704,1,0,0,0,0,0,0,0,0,0,0,0,0,6001,"52240",0,0,0
"405",6037401800,2,0,0,0,0,0,0,0,0,0,0,0,0,8016,"100354",0,0,1
"406",6037401902,3,0,0,0,0,0,0,0,0,0,0,0,0,5901,"80878",0,0,3
"407",6037402002,4,0,0,0,0,0,0,0,0,0,0,0,0,4358,"57557",0,0,3
"408",6037402101,1,0,0,0,0,0,0,0,0,0,0,0,0,5266,"67411",0,0,0
"409",6037402102,2,0,0,0,0,0,0,0,0,0,0,0,0,5010,"65797",0,0,2
"410",6037402303,1,0,0,0,0,0,0,0,0,0,0,0,0,4129,"37786",1,0,1
"411",6037402304,1,0,0,0,0,0,0,0,0,0,0,0,0,4106,"33250",0,0,0
"412",6037402402,1,0,0,0,0,0,0,0,0,0,0,0,0,6490,"49670",0,0,2
"413",6037402404,1,0,0,0,0,0,0,0,0,0,0,0,0,2011,"-",0,0,1
"414",6037402406,1,0,0,0,0,0,0,0,0,0,0,0,0,5085,"45544",0,0,1
"415",6037402501,1,0,0,0,0,0,0,0,0,0,0,0,0,5686,"36453",0,0,0
"416",6037402502,2,0,0,0,0,0,0,0,0,0,0,0,0,6552,"40774",0,0,1
"417",6037402600,1,0,0,0,0,0,0,0,0,0,0,0,0,7153,"42297",0,0,1
"418",6037402703,2,0,0,0,0,0,0,0,0,0,0,0,0,4743,"65227",0,0,1
"419",6037402705,1,0,0,0,0,0,0,0,0,0,0,0,0,3565,"65833",0,0,1
"420",6037402706,1,0,0,0,0,0,0,0,0,0,0,0,0,4116,"58839",0,0,1
"421",6037402801,1,0,0,0,0,0,0,0,0,0,0,0,0,5192,"34208",0,0,0
"422",6037402903,1,0,0,0,0,0,0,0,0,0,0,0,0,4601,"46685",1,0,1
"423",6037402904,2,0,0,0,0,0,0,0,0,0,0,0,0,3647,"61103",0,0,1
"424",6037403000,2,0,0,0,0,0,0,0,0,0,0,0,0,6849,"51594",0,0,1
"425",6037403304,1,0,0,0,0,0,0,0,0,0,0,0,0,5038,"81607",0,0,0
"426",6037403305,3,0,0,0,0,0,0,0,0,0,0,0,0,2297,"74643",0,0,2
"427",6037403316,1,0,0,0,0,0,0,0,0,0,0,0,0,6836,"82536",0,0,1
"428",6037403317,2,0,0,0,0,0,0,0,0,0,0,0,0,4659,"86229",0,0,2
"429",6037403318,3,0,0,0,0,0,0,0,0,0,0,0,0,6434,"85357",0,0,2
"430",6037403319,2,0,0,0,0,0,0,0,0,0,0,0,0,4400,"69737",0,0,1
"431",6037403320,5,0,0,0,0,0,0,0,0,0,0,0,0,5171,"87214",0,0,1
"432",6037403321,2,0,0,0,0,0,0,0,0,0,0,0,0,6494,"98413",0,0,0
"433",6037403323,1,0,0,0,0,0,0,0,0,0,0,0,0,5395,"92802",0,0,1
"434",6037403402,1,0,0,0,0,0,0,0,0,0,0,0,0,3562,"94028",0,0,1
"435",6037403403,2,0,0,0,0,0,0,0,0,0,0,0,0,4862,"117375",0,0,1
"436",6037403404,3,0,0,0,0,0,0,0,0,0,0,0,0,2640,"117935",0,1,3
"437",6037403406,3,0,0,0,0,0,0,0,0,0,0,0,0,2964,"66354",0,0,0
"438",6037403407,2,0,0,0,0,0,0,0,0,0,0,0,0,2128,"121023",0,0,0
"439",6037403408,2,0,0,0,0,0,0,0,0,0,0,0,0,6612,"92029",0,0,1
"440",6037403500,1,0,0,0,0,0,0,0,0,0,0,0,0,1829,"88125",0,0,0
"441",6037403600,2,0,0,0,0,0,0,0,0,0,0,0,0,7073,"69970",0,0,1
"442",6037403703,3,0,0,0,0,0,0,0,0,0,0,0,0,4853,"84673",0,0,0
"443",6037403722,1,0,0,0,0,0,0,0,0,0,0,0,0,5906,"51099",0,0,1
"444",6037403801,1,0,0,0,0,0,0,0,0,0,0,0,0,6393,"70204",0,0,1
"445",6037403802,1,0,0,0,0,0,0,0,0,0,0,0,0,6178,"61589",0,0,1
"446",6037403901,1,0,0,0,0,0,0,0,0,0,0,0,0,3400,"67029",0,0,0
"447",6037403902,2,0,0,0,0,0,0,0,0,0,0,0,0,4886,"68149",0,0,0
"448",6037404100,1,0,0,0,0,0,0,0,0,0,0,0,0,7168,"64810",0,0,0
"449",6037404202,2,0,0,0,0,0,0,0,0,0,0,0,0,3977,"50284",0,0,2
"450",6037404301,4,0,0,0,0,0,0,0,0,0,0,0,0,5695,"49080",3,0,2
"451",6037404401,3,0,0,0,0,0,0,0,0,0,0,0,0,3917,"57174",0,2,3
"452",6037404402,1,0,0,0,0,0,0,0,0,0,0,0,0,4740,"67219",0,0,1
"453",6037404501,1,0,0,0,0,0,0,0,0,0,0,0,0,2475,"50893",0,0,0
"454",6037404504,2,0,0,0,0,0,0,0,0,0,0,0,0,4731,"39175",0,0,2
"455",6037405202,1,0,0,0,0,0,0,0,0,0,0,0,0,5180,"58958",1,1,1
"456",6037405302,1,0,0,0,0,0,0,0,0,0,0,0,0,6135,"61485",0,0,2
"457",6037405400,1,0,0,0,0,0,0,0,0,0,0,0,0,5360,"83996",0,0,0
"458",6037405500,1,0,0,0,0,0,0,0,0,0,0,0,0,6761,"74896",0,0,1
"459",6037405600,1,0,0,0,0,0,0,0,0,0,0,0,0,5679,"90250",0,0,1
"460",6037405800,1,0,0,0,0,0,0,0,0,0,0,0,0,5681,"67500",0,0,1
"461",6037406000,1,0,0,0,0,0,0,0,0,0,0,0,0,5112,"68750",0,0,1
"462",6037406101,2,0,0,0,0,0,0,0,0,0,0,0,0,3421,"70132",0,0,1
"463",6037406102,2,0,0,0,0,0,0,0,0,0,0,0,0,5757,"46607",2,0,2
"464",6037406200,2,0,0,0,0,0,0,0,0,0,0,0,0,5792,"39698",0,0,2
"465",6037406300,2,0,0,0,0,0,0,0,0,0,0,0,0,5475,"93707",0,0,0
"466",6037406412,1,0,0,0,0,0,0,0,0,0,0,0,0,2494,"90227",0,0,1
"467",6037406601,1,0,0,0,0,0,0,0,0,0,0,0,0,5456,"86759",0,1,1
"468",6037406602,1,0,0,0,0,0,0,0,0,0,0,0,0,5774,"69741",0,0,1
"469",6037406702,1,0,0,0,0,0,0,0,0,0,0,0,0,5906,"69743",0,0,0
"470",6037406800,2,0,0,0,0,0,0,0,0,0,0,0,0,4840,"70673",0,0,0
"471",6037407001,1,0,0,0,0,0,0,0,0,0,0,0,0,6471,"81538",0,0,1
"472",6037407002,1,0,0,0,0,0,0,0,0,0,0,0,0,3635,"63015",0,0,1
"473",6037407302,1,0,0,0,0,0,0,0,0,0,0,0,0,3889,"64191",0,0,2
"474",6037407702,2,0,0,0,0,0,0,0,0,0,0,0,0,6818,"70938",0,1,2
"475",6037407802,2,0,0,0,0,0,0,0,0,0,0,0,0,4210,"73446",0,0,0
"476",6037408004,3,0,0,0,0,0,0,0,0,0,0,0,0,2563,"64242",0,0,1
"477",6037408005,1,0,0,0,0,0,0,0,0,0,0,0,0,4822,"86369",0,0,0
"478",6037408006,3,0,0,0,0,0,0,0,0,0,0,0,0,3667,"52650",0,0,1
"479",6037408135,2,0,0,0,0,0,0,0,0,0,0,0,0,3851,"85186",0,0,2
"480",6037408136,1,0,0,0,0,0,0,0,0,0,0,0,0,3792,"60491",0,0,1
"481",6037408137,2,0,0,0,0,0,0,0,0,0,0,0,0,3958,"61125",0,0,1
"482",6037408138,1,0,0,0,0,0,0,0,0,0,0,0,0,6046,"46122",0,0,1
"483",6037408141,1,0,0,0,0,0,0,0,0,0,0,0,0,5230,"60746",0,0,1
"484",6037408212,1,0,0,0,0,0,0,0,0,0,0,0,0,5112,"64779",0,0,0
"485",6037408301,2,0,0,0,0,0,0,0,0,0,0,0,0,5789,"66767",0,1,3
"486",6037408303,2,0,0,0,0,0,0,0,0,0,0,0,0,4334,"75319",0,0,0
"487",6037408401,1,0,0,0,0,0,0,0,0,0,0,0,0,4117,"65199",0,0,1
"488",6037408402,2,0,0,0,0,0,0,0,0,0,0,0,0,5592,"89531",0,0,1
"489",6037408505,2,0,0,0,0,0,0,0,0,0,0,0,0,2633,"107500",0,0,3
"490",6037408623,1,0,0,0,0,0,0,0,0,0,0,0,0,3210,"61979",0,0,0
"491",6037408626,1,0,0,0,0,0,0,0,0,0,0,0,0,4558,"75300",0,0,0
"492",6037408627,6,0,0,0,0,0,0,0,0,0,0,0,0,3157,"89600",0,0,18
"493",6037408628,2,0,0,0,0,0,0,0,0,0,0,0,0,5416,"68362",0,0,2
"494",6037408629,1,0,0,0,0,0,0,0,0,0,0,0,0,2724,"73603",0,0,0
"495",6037408631,2,0,0,0,0,0,0,0,0,0,0,0,0,5269,"75250",0,0,2
"496",6037408703,3,0,0,0,0,0,0,0,0,0,0,0,0,6460,"102017",0,0,0
"497",6037408705,2,0,0,0,0,0,0,0,0,0,0,0,0,5463,"58369",0,0,2
"498",6037408722,1,0,0,0,0,0,0,0,0,0,0,0,0,4654,"81806",0,0,4
"499",6037408724,2,0,0,0,0,0,0,0,0,0,0,0,0,5522,"41934",0,0,3
"500",6037408800,2,0,0,0,0,0,0,0,0,0,0,0,0,3953,"34265",0,0,0
"501",6037430002,2,0,0,0,0,0,0,0,0,0,0,0,0,7048,"62016",0,0,1
"502",6037430003,1,0,0,0,0,0,0,0,0,0,0,0,0,4494,"102558",0,0,0
"503",6037430101,2,0,0,0,0,0,0,0,0,0,0,0,0,5364,"47122",0,0,0
"504",6037430102,3,0,0,0,0,0,0,0,0,0,0,0,0,4886,"62804",0,0,1
"505",6037430200,3,0,0,0,0,0,0,0,0,0,0,0,0,1145,"89583",0,0,0
"506",6037430301,1,0,0,0,0,0,0,0,0,0,0,0,0,4608,"124023",0,0,0
"507",6037430400,2,0,0,0,0,0,0,0,0,0,0,0,0,4603,"129083",0,0,0
"508",6037430501,3,0,0,0,0,0,0,0,0,0,0,0,0,4160,"133710",0,0,0
"509",6037430502,5,0,0,0,0,0,0,0,0,0,0,0,0,6907,"85826",0,0,3
"510",6037430600,6,0,0,0,0,0,0,0,0,0,0,0,0,4426,"118021",2,0,2
"511",6037430701,1,0,0,0,0,0,0,0,0,0,0,0,0,5353,"95526",0,0,4
"512",6037430721,1,0,0,0,0,0,0,0,0,0,0,0,0,3622,"69944",0,0,1
"513",6037430801,5,0,0,0,0,0,0,0,0,0,0,0,0,6915,"73643",2,0,5
"514",6037430803,4,0,0,0,0,0,0,0,0,0,0,0,0,5334,"90500",0,1,0
"515",6037430902,1,0,0,0,0,0,0,0,0,0,0,0,0,4697,"78508",0,0,2
"516",6037431001,4,0,0,0,0,0,0,0,0,0,0,0,0,7010,"62422",0,0,0
"517",6037431002,2,0,0,0,0,0,0,0,0,0,0,0,0,3342,"40842",0,0,1
"518",6037431100,3,0,0,0,0,0,0,0,0,0,0,0,0,7157,"67750",0,1,1
"519",6037431200,3,0,0,0,0,0,0,0,0,0,0,0,0,5958,"57358",0,1,1
"520",6037431300,1,0,0,0,0,0,0,0,0,0,0,0,0,2731,"87417",0,0,0
"521",6037431400,2,0,0,0,0,0,0,0,0,0,0,0,0,4155,"65772",0,0,1
"522",6037431502,1,0,0,0,0,0,0,0,0,0,0,0,0,4543,"70000",0,0,0
"523",6037431600,1,0,0,0,0,0,0,0,0,0,0,0,0,4011,"97109",0,0,0
"524",6037431700,3,0,0,0,0,0,0,0,0,0,0,0,0,6526,"96972",1,2,0
"525",6037431800,2,0,0,0,0,0,0,0,0,0,0,0,0,5507,"62577",0,0,0
"526",6037432000,1,0,0,0,0,0,0,0,0,0,0,0,0,8150,"60696",0,0,0
"527",6037432101,1,0,0,0,0,0,0,0,0,0,0,0,0,4438,"78682",0,0,0
"528",6037432500,2,0,0,0,0,0,0,0,0,0,0,0,0,8933,"53155",0,0,1
"529",6037432601,1,0,0,0,0,0,0,0,0,0,0,0,0,6699,"43029",0,1,1
"530",6037432801,2,0,0,0,0,0,0,0,0,0,0,0,0,2747,"22440",0,0,0
"531",6037432802,2,0,0,0,0,0,0,0,0,0,0,0,0,5089,"28609",0,0,2
"532",6037432902,2,0,0,0,0,0,0,0,0,0,0,0,0,3512,"67716",1,0,1
"533",6037433101,1,0,0,0,0,0,0,0,0,0,0,0,0,2433,"42311",0,0,1
"534",6037433200,1,0,0,0,0,0,0,0,0,0,0,0,0,6246,"39355",0,0,0
"535",6037433307,2,0,0,0,0,0,0,0,0,0,0,0,0,3185,"50634",0,0,3
"536",6037433403,3,0,0,0,0,0,0,0,0,0,0,0,0,4659,"31920",0,0,1
"537",6037433503,1,0,0,0,0,0,0,0,0,0,0,0,0,2853,"45595",1,1,0
"538",6037433504,3,0,0,0,0,0,0,0,0,0,0,0,0,4905,"36142",0,0,1
"539",6037433602,2,0,0,0,0,0,0,0,0,0,0,0,0,2826,"30819",0,0,0
"540",6037433801,2,0,0,0,0,0,0,0,0,0,0,0,0,6547,"43608",0,0,1
"541",6037433802,3,0,0,0,0,0,0,0,0,0,0,0,0,3310,"60000",0,0,28
"542",6037434001,1,0,0,0,0,0,0,0,0,0,0,0,0,4363,"44623",0,0,0
"543",6037434003,1,0,0,0,0,0,0,0,0,0,0,0,0,4400,"38239",0,0,1
"544",6037434004,2,0,0,0,0,0,0,0,0,0,0,0,0,2915,"47900",0,0,1
"545",6037460000,4,0,0,0,0,0,0,0,0,0,0,0,0,4550,"114936",0,0,0
"546",6037460100,3,0,0,0,0,0,0,0,0,0,0,0,0,6130,"118077",0,0,0
"547",6037460200,1,0,0,0,0,0,0,0,0,0,0,0,0,5593,"101393",0,0,3
"548",6037460301,5,0,0,0,0,0,0,0,0,0,0,0,0,4440,"87321",0,0,0
"549",6037460302,2,0,0,0,0,0,0,0,0,0,0,0,0,4646,"83456",1,1,2
"550",6037460401,1,0,0,0,0,0,0,0,0,0,0,0,0,1070,"82500",0,0,0
"551",6037460501,2,0,0,0,0,0,0,0,0,0,0,0,0,5372,"177104",0,0,0
"552",6037460502,1,0,0,0,0,0,0,0,0,0,0,0,0,4601,"144038",0,0,0
"553",6037460700,1,0,0,0,0,0,0,0,0,0,0,0,0,5071,"184000",0,0,0
"554",6037460800,3,0,0,0,0,0,0,0,0,0,0,0,0,3194,"187625",0,0,0
"555",6037461000,1,0,0,0,0,0,0,0,0,0,0,0,0,6629,"54900",0,0,1
"556",6037461100,2,0,0,0,0,0,0,0,0,0,0,0,0,5261,"73713",0,0,0
"557",6037461300,1,0,0,0,0,0,0,0,0,0,0,0,0,6876,"85448",0,0,0
"558",6037461700,4,0,0,0,0,0,0,0,0,0,0,0,0,1478,"107000",0,0,6
"559",6037462002,3,0,0,0,0,0,0,0,0,0,0,0,0,4328,"32786",1,1,4
"560",6037462201,1,0,0,0,0,0,0,0,0,0,0,0,0,3698,"25214",0,0,1
"561",6037462202,1,0,0,0,0,0,0,0,0,0,0,0,0,2924,"63750",1,1,2
"562",6037462400,2,0,0,0,0,0,0,0,0,0,0,0,0,4150,"91375",0,0,2
"563",6037462700,1,0,0,0,0,0,0,0,0,0,0,0,0,5392,"66458",0,0,1
"564",6037462900,4,0,0,0,0,0,0,0,0,0,0,0,0,3876,"116250",0,1,4
"565",6037463000,1,0,0,0,0,0,0,0,0,0,0,0,0,2163,"110809",0,0,1
"566",6037463101,2,0,0,0,0,0,0,0,0,0,0,0,0,2415,"80400",0,0,1
"567",6037463200,1,0,0,0,0,0,0,0,0,0,0,0,0,3364,"70972",0,0,1
"568",6037463500,2,0,0,0,0,0,0,0,0,0,0,0,0,6127,"76354",2,1,1
"569",6037463601,1,0,0,0,0,0,0,0,0,0,0,0,0,5825,"76137",0,0,0
"570",6037463602,1,0,0,0,0,0,0,0,0,0,0,0,0,5541,"76073",0,0,2
"571",6037463700,3,0,0,0,0,0,0,0,0,0,0,0,0,2699,"119167",0,0,1
"572",6037463800,4,1,1,0,0,0,1,0,2,2,0,0,7,3804,"165735",0,0,0
"573",6037463900,2,0,0,0,0,0,0,0,0,0,0,0,0,3388,"83563",0,0,1
"574",6037464000,1,0,0,0,0,0,0,0,0,0,0,0,0,5964,"107237",0,0,1
"575",6037464100,3,0,0,0,0,0,0,0,0,0,0,0,0,7397,"146037",0,0,2
"576",6037480011,1,0,0,0,0,0,0,0,0,0,0,0,0,5225,"60718",0,0,1
"577",6037480201,1,0,0,0,0,0,0,0,0,0,0,0,0,4050,"97599",0,0,0
"578",6037480500,1,0,0,0,0,0,0,0,0,0,0,0,0,5065,"102791",0,0,0
"579",6037480600,2,0,0,0,0,0,0,0,0,0,0,0,0,8533,"68940",0,0,1
"580",6037480702,4,1,1,0,0,0,0,0,2,4,0,0,8,4182,"103036",0,0,3
"581",6037480703,4,0,1,0,0,0,1,0,1,3,0,0,6,3339,"98846",0,0,0
"582",6037480704,2,0,0,0,0,0,0,0,0,0,0,0,0,4817,"77068",0,0,0
"583",6037480803,2,3,12,0,0,0,2,0,0,5,0,0,22,3926,"67313",0,1,0
"584",6037480804,1,0,0,0,0,0,0,0,0,0,0,0,0,5176,"58719",0,0,0
"585",6037480901,1,0,0,0,0,0,0,0,0,0,0,0,0,5036,"56893",1,0,1
"586",6037481002,2,0,0,0,0,0,0,0,0,0,0,0,0,5952,"55714",0,0,1
"587",6037481101,3,0,0,0,0,0,0,0,0,0,0,0,0,4303,"50248",0,0,0
"588",6037481102,1,0,0,0,0,0,0,0,0,0,0,0,0,3782,"48261",0,0,0
"589",6037481103,3,0,0,0,0,0,0,0,0,0,0,0,0,4704,"56149",1,0,2
"590",6037481202,3,0,0,0,0,0,0,0,0,0,0,0,0,5754,"61419",0,0,0
"591",6037481300,1,0,0,0,0,0,0,0,0,0,0,0,0,3201,"51950",0,0,0
"592",6037481402,1,0,0,0,0,0,0,0,0,0,0,0,0,7009,"48798",0,0,1
"593",6037481603,2,0,0,0,0,0,0,0,0,0,0,0,0,3900,"46935",0,1,2
"594",6037481606,1,0,0,0,0,0,0,0,0,0,0,0,0,5046,"45307",0,0,0
"595",6037481901,1,2,1,0,0,0,2,0,2,0,0,0,7,5645,"76183",0,0,0
"596",6037481902,1,0,0,0,0,0,0,0,0,0,0,0,0,3241,"59853",2,1,1
"597",6037482001,1,0,0,0,0,0,0,0,0,0,0,0,0,2814,"105500",0,0,0
"598",6037482002,1,0,0,0,0,0,0,0,0,0,0,0,0,6769,"59474",0,0,1
"599",6037482102,2,0,0,0,0,0,0,0,0,0,0,0,0,2927,"67750",0,0,1
"600",6037482201,3,0,0,0,0,0,0,0,0,0,0,0,0,3892,"41585",1,0,0
"601",6037482202,1,0,0,0,0,0,0,0,0,0,0,0,0,5200,"44143",0,0,0
"602",6037482301,2,0,0,0,0,0,0,0,0,0,0,0,0,4995,"37065",0,0,2
"603",6037482303,1,0,0,0,0,0,0,0,0,0,0,0,0,5845,"36047",0,0,1
"604",6037482401,1,0,0,0,0,0,0,0,0,0,0,0,0,3973,"49266",0,0,0
"605",6037482402,4,0,0,0,0,0,0,0,0,0,0,0,0,7525,"52356",0,0,1
