"","Row Labels","Count of PARK_NAME","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","BURGLARY","MANSLAUGHTER, NEGLIGENT","RAPE, ATTEMPTED","RAPE, FORCIBLE","ROBBERY","THEFT FROM MOTOR VEHICLE - ATTEMPT","THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER)","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","THEFT FROM PERSON - ATTEMPT","THEFT, PERSON","Grand Total","Total population","Median Income","Pools","Gym","Restroom"
"606",6037482503,3,0,0,0,0,0,0,0,0,0,0,0,0,4335,"43393",1,1,3
"607",6037482522,2,0,0,0,0,0,0,0,0,0,0,0,0,4930,"61157",0,0,1
"608",6037482600,2,0,0,0,0,0,0,0,0,0,0,0,0,6209,"60903",0,0,2
"609",6037482702,1,0,0,0,0,0,0,0,0,0,0,0,0,2413,"57344",1,1,1
"610",6037482800,2,0,0,0,0,0,0,0,0,0,0,0,0,4511,"64342",0,0,0
"611",6037500201,1,0,0,0,0,0,0,0,0,0,0,0,0,6193,"115051",0,0,0
"612",6037500202,3,0,0,0,0,0,0,0,0,0,0,0,0,4768,"132409",1,0,0
"613",6037500300,1,0,0,0,0,0,0,0,0,0,0,0,0,3268,"124500",0,0,0
"614",6037500404,2,0,0,0,0,0,0,0,0,0,0,0,0,5066,"70513",0,0,2
"615",6037500500,2,0,0,0,0,0,0,0,0,0,0,0,0,2787,"43929",0,1,2
"616",6037500600,1,0,0,0,0,0,0,0,0,0,0,0,0,5942,"49259",0,0,0
"617",6037500800,1,0,0,0,0,0,0,0,0,0,0,0,0,5532,"63155",0,0,1
"618",6037500900,1,0,0,0,0,0,0,0,0,0,0,0,0,6005,"52816",1,0,2
"619",6037501001,1,0,0,0,0,0,0,0,0,0,0,0,0,3327,"53047",0,0,0
"620",6037501200,5,0,0,0,0,0,0,0,0,0,0,0,0,5354,"88750",0,0,5
"621",6037501300,2,0,0,0,0,0,0,0,0,0,0,0,0,7208,"72313",0,0,0
"622",6037501400,2,0,0,0,0,0,0,0,0,0,0,0,0,4225,"46859",1,0,2
"623",6037501503,1,0,0,0,0,0,0,0,0,0,0,0,0,4894,"56757",0,0,0
"624",6037501504,3,0,0,0,0,0,0,0,0,0,0,0,0,3496,"35736",0,0,2
"625",6037501600,4,0,0,0,0,0,0,0,0,0,0,0,0,7822,"88077",0,0,0
"626",6037501802,1,0,0,0,0,0,0,0,0,0,0,0,0,3420,"71821",0,0,2
"627",6037501803,1,0,0,0,0,0,0,0,0,0,0,0,0,4728,"35839",0,0,2
"628",6037501804,2,0,0,0,0,0,0,0,0,0,0,0,0,2006,"41458",0,0,0
"629",6037501900,2,0,0,0,0,0,0,0,0,0,0,0,0,4225,"71922",0,0,0
"630",6037502003,2,0,0,0,0,0,0,0,0,0,0,0,0,2806,"63750",0,0,2
"631",6037502004,1,0,0,0,0,0,0,0,0,0,0,0,0,3981,"59559",0,0,2
"632",6037502005,2,0,0,0,0,0,0,0,0,0,0,0,0,4893,"61309",0,0,2
"633",6037502100,6,0,0,0,0,0,0,0,0,0,0,0,0,5231,"50781",1,0,2
"634",6037502200,3,0,0,0,0,0,0,0,0,0,0,0,0,6450,"58583",0,0,0
"635",6037502301,1,0,0,0,0,0,0,0,0,0,0,0,0,6120,"59712",0,0,0
"636",6037502302,1,0,0,0,0,0,0,0,0,0,0,0,0,3148,"42944",0,0,0
"637",6037502602,1,0,0,0,0,0,0,0,0,0,0,0,0,4415,"49514",0,1,2
"638",6037502700,1,0,0,0,0,0,0,0,0,0,0,0,0,6692,"61949",0,0,0
"639",6037502801,2,0,0,0,0,0,0,0,0,0,0,0,0,6826,"81385",1,0,1
"640",6037502802,1,0,0,0,0,0,0,0,0,0,0,0,0,2550,"33454",0,0,2
"641",6037502901,1,0,0,0,0,0,0,0,0,0,0,0,0,5664,"81852",0,0,0
"642",6037502902,2,0,0,0,0,0,0,0,0,0,0,0,0,4122,"48281",0,0,0
"643",6037503104,1,0,0,0,0,0,0,0,0,0,0,0,0,2681,"59643",0,1,4
"644",6037503202,1,0,0,0,0,0,0,0,0,0,0,0,0,4775,"64286",0,1,4
"645",6037503301,1,0,0,0,0,0,0,0,0,0,0,0,0,3085,"82639",0,0,0
"646",6037503302,2,0,0,0,0,0,0,0,0,0,0,0,0,6615,"65833",0,0,1
"647",6037503402,1,0,0,0,0,0,0,0,0,0,0,0,0,4292,"89375",0,0,0
"648",6037503501,2,0,0,0,0,0,0,0,0,0,0,0,0,6694,"52996",2,0,0
"649",6037503502,4,0,0,0,0,0,0,0,0,0,0,0,0,4222,"70076",0,0,0
"650",6037503601,1,0,0,0,0,0,0,0,0,0,0,0,0,4297,"93295",0,0,0
"651",6037503602,1,0,0,0,0,0,0,0,0,0,0,0,0,4000,"91788",0,0,0
"652",6037503701,4,0,0,0,0,0,0,0,0,0,0,0,0,5446,"69583",0,0,5
"653",6037503703,1,0,0,0,0,0,0,0,0,0,0,0,0,7815,"77321",0,0,0
"654",6037503801,2,0,0,0,0,0,0,0,0,0,0,0,0,4134,"91238",0,0,2
"655",6037503802,1,0,0,0,0,0,0,0,0,0,0,0,0,5131,"78338",0,0,0
"656",6037503901,2,0,0,0,0,0,0,0,0,0,0,0,0,2983,"86932",0,0,0
"657",6037504001,5,0,0,0,0,0,0,0,0,0,0,0,0,5701,"63750",5,0,4
"658",6037504101,2,0,0,0,0,0,0,0,0,0,0,0,0,5281,"67331",0,0,0
"659",6037530003,1,0,0,0,0,0,0,0,0,0,0,0,0,3276,"83333",0,0,0
"660",6037530006,1,0,0,0,0,0,0,0,0,0,0,0,0,3709,"52109",0,0,1
"661",6037530101,2,0,0,0,0,0,0,0,0,0,0,0,0,5204,"30151",0,0,5
"662",6037530102,1,0,0,0,0,0,0,0,0,0,0,0,0,5155,"39400",0,0,1
"663",6037530202,1,0,0,0,0,0,0,0,0,0,0,0,0,4614,"70089",1,1,1
"664",6037530203,2,0,0,0,0,0,0,0,0,0,0,0,0,2987,"42031",0,0,0
"665",6037530400,1,0,0,0,0,0,0,0,0,0,0,0,0,3806,"26853",0,0,0
"666",6037530602,1,0,0,0,0,0,0,0,0,0,0,0,0,1558,"68036",0,0,0
"667",6037530801,2,16,5,0,0,1,4,0,0,10,0,1,37,5345,"43425",0,1,0
"668",6037530901,1,9,2,0,0,1,4,1,0,7,0,0,24,3823,"41493",0,1,0
"669",6037531000,1,0,0,0,0,0,0,0,0,0,0,0,0,5340,"41897",1,1,1
"670",6037531302,1,3,0,0,0,0,0,0,0,2,0,1,6,7049,"39085",1,1,2
"671",6037531504,1,0,0,0,0,0,0,0,0,0,0,0,0,4449,"39157",1,1,1
"672",6037531603,2,0,0,0,0,0,0,0,0,0,0,0,0,3250,"42070",4,1,2
"673",6037531702,3,0,0,0,0,0,0,0,0,0,0,0,0,4732,"37166",1,0,2
"674",6037531800,2,0,0,0,0,0,0,0,0,0,0,0,0,5162,"46791",0,0,1
"675",6037531902,1,0,0,0,0,0,0,0,0,0,0,0,0,3912,"47604",0,0,1
"676",6037532101,2,0,0,0,0,0,0,0,0,0,0,0,0,6508,"37870",1,1,1
"677",6037532102,1,0,0,0,0,0,0,0,0,0,0,0,0,3768,"56250",0,0,1
"678",6037532200,1,0,0,0,0,0,0,0,0,0,0,0,0,6314,"45093",1,0,1
"679",6037532302,4,0,0,0,0,0,0,0,0,0,0,0,0,4949,"42390",2,0,2
"680",6037532303,1,0,0,0,0,0,0,0,0,0,0,0,0,4663,"50417",3,0,1
"681",6037532800,3,47,14,0,0,2,48,1,5,27,0,7,151,4330,"34970",0,1,0
"682",6037533001,1,1,0,0,0,0,1,0,2,2,0,0,6,4433,"33013",1,1,2
"683",6037533002,1,0,0,0,0,0,0,0,0,0,0,0,0,2709,"32656",0,0,0
"684",6037533103,1,0,0,0,0,0,0,0,0,0,0,0,0,3499,"28654",0,0,1
"685",6037533502,1,0,0,0,0,0,0,0,0,0,0,0,0,2217,"41932",0,0,0
"686",6037533503,1,0,0,0,0,0,0,0,0,0,0,0,0,2205,"34412",0,0,0
"687",6037533601,1,0,0,0,0,0,0,0,0,0,0,0,0,4729,"36782",0,0,0
"688",6037533602,2,0,0,0,0,0,0,0,0,0,0,0,0,5393,"32750",0,0,0
"689",6037533603,1,0,0,0,0,0,0,0,0,0,0,0,0,7114,"41325",0,1,1
"690",6037533702,1,0,0,0,0,0,0,0,0,0,0,0,0,3606,"33478",0,0,0
"691",6037533703,3,0,0,0,0,0,0,0,0,0,0,0,0,4455,"40862",1,1,2
"692",6037533803,1,0,0,0,0,0,0,0,0,0,0,0,0,6160,"38209",0,0,1
"693",6037533804,2,0,0,0,0,0,0,0,0,0,0,0,0,4570,"39886",0,0,1
"694",6037534202,1,0,0,0,0,0,0,0,0,0,0,0,0,5907,"32883",0,1,1
"695",6037534203,6,0,0,0,0,0,0,0,0,0,0,0,0,3531,"37424",0,0,3
"696",6037534405,1,0,0,0,0,0,0,0,0,0,0,0,0,4269,"40107",0,0,1
"697",6037534406,6,0,0,0,0,0,0,0,0,0,0,0,0,4998,"42500",0,1,4
"698",6037534501,1,0,0,0,0,0,0,0,0,0,0,0,0,4886,"49167",0,0,0
"699",6037534502,1,0,0,0,0,0,0,0,0,0,0,0,0,4629,"43000",0,0,0
"700",6037534700,1,0,0,0,0,0,0,0,0,0,0,0,0,4717,"62428",0,1,1
"701",6037534802,1,0,0,0,0,0,0,0,0,0,0,0,0,3007,"43021",0,0,1
"702",6037534900,1,0,0,0,0,0,0,0,0,0,0,0,0,5896,"42656",0,0,0
"703",6037535200,3,85,81,0,0,5,82,1,7,41,0,17,319,5868,"36705",1,1,8
"704",6037535300,1,2,1,0,0,0,2,0,0,1,0,2,8,6046,"33150",1,1,7
"705",6037535400,4,43,27,0,0,0,20,0,2,14,0,3,109,3196,"35027",1,1,5
"706",6037535502,1,0,0,0,0,0,0,0,0,0,0,0,0,5038,"45231",0,0,2
"707",6037536000,1,0,0,0,0,0,0,0,0,0,0,0,0,3954,"45673",0,1,1
"708",6037536103,1,0,0,0,0,0,0,0,0,0,0,0,0,5584,"58272",0,0,0
"709",6037536104,2,0,0,0,0,0,0,0,0,0,0,0,0,4288,"39145",1,1,7
"710",6037540000,1,0,0,0,0,0,0,0,0,0,0,0,0,7195,"46964",0,0,2
"711",6037540201,2,0,0,0,0,0,0,0,0,0,0,0,0,2161,"27090",0,0,2
"712",6037540203,1,0,0,0,0,0,0,0,0,0,0,0,0,5804,"36607",1,1,2
"713",6037540400,1,11,14,0,0,3,5,0,3,6,0,2,44,2594,"41447",0,0,0
"714",6037540501,2,0,0,0,0,0,0,0,0,0,0,0,0,7328,"48500",0,0,0
"715",6037540600,2,19,5,0,0,0,9,0,1,11,0,1,46,4731,"28632",0,0,0
"716",6037540700,5,61,30,0,0,9,89,2,1,20,0,14,226,3462,"46378",0,0,0
"717",6037540800,3,12,15,0,0,2,8,0,0,8,0,5,50,5857,"51927",1,0,5
"718",6037540902,1,0,0,0,0,0,0,0,0,0,0,0,0,4906,"55392",1,1,3
"719",6037541002,1,1,0,0,0,0,0,0,0,3,0,0,4,2963,"49926",0,0,0
"720",6037541200,1,0,0,0,0,0,0,0,0,0,0,0,0,6440,"51109",1,1,2
"721",6037541300,2,0,0,0,0,0,0,0,0,0,0,0,0,5982,"42539",0,0,0
"722",6037541603,2,0,0,0,0,0,0,0,0,0,0,0,0,3382,"30284",1,1,2
"723",6037541604,2,0,0,0,0,0,0,0,0,0,0,0,0,6391,"31997",0,0,0
"724",6037541606,1,0,0,0,0,0,0,0,0,0,0,0,0,2404,"40625",0,0,0
"725",6037541801,1,0,0,0,0,0,0,0,0,0,0,0,0,5817,"45833",0,0,0
"726",6037541802,1,0,0,0,0,0,0,0,0,0,0,0,0,5451,"51935",0,0,1
"727",6037542105,1,0,0,0,0,0,0,0,0,0,0,0,0,4893,"40278",1,1,0
"728",6037542200,1,0,0,0,0,0,0,0,0,0,0,0,0,7391,"45732",0,0,4
"729",6037542602,1,0,0,0,0,0,0,0,0,0,0,0,0,5448,"47341",0,1,0
"730",6037542700,1,0,0,0,0,0,0,0,0,0,0,0,0,5694,"48710",0,0,0
"731",6037542800,2,0,0,0,0,0,0,0,0,0,0,0,0,3092,"53421",1,1,0
"732",6037542900,1,0,0,0,0,0,0,0,0,0,0,0,0,3204,"47228",0,0,0
"733",6037543000,1,0,0,0,0,0,0,0,0,0,0,0,0,4580,"65568",1,0,2
"734",6037543100,5,0,0,0,0,0,0,0,0,0,0,0,0,6502,"56543",1,0,1
"735",6037543201,2,0,0,0,0,0,0,0,0,0,0,0,0,3900,"51012",0,0,0
"736",6037543202,3,0,0,0,0,0,0,0,0,0,0,0,0,5128,"45750",0,0,2
"737",6037543304,1,0,0,0,0,0,0,0,0,0,0,0,0,6175,"84167",1,0,1
"738",6037543306,1,0,0,0,0,0,0,0,0,0,0,0,0,7465,"82912",0,0,0
"739",6037543321,1,0,0,0,0,0,0,0,0,0,0,0,0,5645,"100000",0,1,1
"740",6037543400,3,0,0,0,0,0,0,0,0,0,0,0,0,4250,"91713",2,1,7
"741",6037543601,1,0,0,0,0,0,0,0,0,0,0,0,0,4165,"73125",0,2,2
"742",6037543602,1,4,10,0,0,2,3,0,2,2,0,0,23,8292,"71667",0,1,0
"743",6037543603,3,16,19,0,0,0,5,0,1,10,0,1,52,4074,"68792",0,1,0
"744",6037543604,1,0,0,0,0,0,0,0,0,0,0,0,0,5755,"91016",0,0,1
"745",6037543702,1,0,0,0,0,0,0,0,0,0,0,0,0,6853,"76667",1,1,2
"746",6037543802,1,0,0,0,0,0,0,0,0,0,0,0,0,6872,"71462",1,1,1
"747",6037543903,2,0,0,0,0,0,0,0,0,0,0,0,0,3715,"65000",1,0,1
"748",6037544002,1,0,0,0,0,0,0,0,0,0,0,0,0,3332,"81023",1,0,1
"749",6037550201,2,0,0,0,0,0,0,0,0,0,0,0,0,2976,"62917",1,0,3
"750",6037550400,1,0,0,0,0,0,0,0,0,0,0,0,0,1419,"67083",0,0,1
"751",6037550500,1,0,0,0,0,0,0,0,0,0,0,0,0,7968,"77100",1,0,1
"752",6037550601,1,0,0,0,0,0,0,0,0,0,0,0,0,6002,"66121",0,0,1
"753",6037550700,3,0,0,0,0,0,0,0,0,0,0,0,0,6918,"89023",1,1,1
"754",6037550800,5,0,0,0,0,0,0,0,0,0,0,0,0,7480,"79356",1,1,5
"755",6037551000,2,0,0,0,0,0,0,0,0,0,0,0,0,7199,"68965",0,0,4
"756",6037551102,1,0,0,0,0,0,0,0,0,0,0,0,0,5198,"46938",0,0,0
"757",6037551300,1,0,0,0,0,0,0,0,0,0,0,0,0,5385,"43725",1,0,1
"758",6037551401,1,0,0,0,0,0,0,0,0,0,0,0,0,4761,"59420",0,0,0
"759",6037551501,2,0,0,0,0,0,0,0,0,0,0,0,0,4818,"61031",0,0,1
"760",6037551502,1,0,0,0,0,0,0,0,0,0,0,0,0,4429,"70927",0,0,0
"761",6037551700,2,0,0,0,0,0,0,0,0,0,0,0,0,6056,"63988",0,1,2
"762",6037551800,2,0,0,0,0,0,0,0,0,0,0,0,0,7530,"61680",0,0,3
"763",6037552001,2,0,0,0,0,0,0,0,0,0,0,0,0,4103,"73345",0,0,1
"764",6037552002,1,0,0,0,0,0,0,0,0,0,0,0,0,3719,"62452",0,0,0
"765",6037552100,1,0,0,0,0,0,0,0,0,0,0,0,0,5902,"44556",0,0,0
"766",6037552301,1,0,0,0,0,0,0,0,0,0,0,0,0,4955,"73185",1,1,1
"767",6037552302,1,0,0,0,0,0,0,0,0,0,0,0,0,3912,"66477",0,0,1
"768",6037552400,2,0,0,0,0,0,0,0,0,0,0,0,0,2575,"60052",0,0,0
"769",6037552900,1,0,0,0,0,0,0,0,0,0,0,0,0,7370,"60229",0,0,1
"770",6037553100,3,0,0,0,0,0,0,0,0,0,0,0,0,6372,"72733",0,0,1
"771",6037553504,2,0,0,0,0,0,0,0,0,0,0,0,0,6196,"45313",0,0,1
"772",6037553602,2,0,0,0,0,0,0,0,0,0,0,0,0,5133,"61310",0,0,2
"773",6037553702,3,0,0,0,0,0,0,0,0,0,0,0,0,4582,"45729",0,1,3
"774",6037553801,4,0,0,0,0,0,0,0,0,0,0,0,0,4832,"48185",0,0,1
"775",6037553802,2,0,0,0,0,0,0,0,0,0,0,0,0,5943,"36833",0,0,1
"776",6037553901,2,0,0,0,0,0,0,0,0,0,0,0,0,6799,"61089",1,1,1
"777",6037554001,1,0,0,0,0,0,0,0,0,0,0,0,0,3826,"51006",0,0,0
"778",6037554103,2,0,0,0,0,0,0,0,0,0,0,0,0,1581,"80625",2,1,2
"779",6037554104,1,0,0,0,0,0,0,0,0,0,0,0,0,2510,"51685",0,0,0
"780",6037554204,3,0,0,0,0,0,0,0,0,0,0,0,0,4329,"35187",0,0,0
"781",6037554301,1,0,0,0,0,0,0,0,0,0,0,0,0,3720,"56263",0,0,1
"782",6037554404,2,0,0,0,0,0,0,0,0,0,0,0,0,4131,"38235",0,1,1
"783",6037554406,2,0,0,0,0,0,0,0,0,0,0,0,0,4650,"63098",0,0,0
"784",6037554511,1,0,0,0,0,0,0,0,0,0,0,0,0,4090,"87019",0,0,1
"785",6037554512,4,0,0,0,0,0,0,0,0,0,0,0,0,6137,"112250",1,1,2
"786",6037554513,1,0,0,0,0,0,0,0,0,0,0,0,0,2654,"94615",0,0,1
"787",6037554514,2,0,0,0,0,0,0,0,0,0,0,0,0,4798,"78210",0,0,0
"788",6037554516,2,0,0,0,0,0,0,0,0,0,0,0,0,3820,"101736",0,1,0
"789",6037554517,1,0,0,0,0,0,0,0,0,0,0,0,0,4339,"96125",0,0,0
"790",6037554518,1,0,0,0,0,0,0,0,0,0,0,0,0,5460,"96641",0,0,0
"791",6037554519,3,0,0,0,0,0,0,0,0,0,0,0,0,3446,"114102",0,0,1
"792",6037554521,6,0,0,0,0,0,0,0,0,0,0,0,0,6166,"78536",1,0,2
"793",6037554700,2,0,0,0,0,0,0,0,0,0,0,0,0,4922,"62773",0,0,0
"794",6037554801,4,0,0,0,0,0,0,0,0,0,0,0,0,3144,"53152",0,0,0
"795",6037554802,2,0,0,0,0,0,0,0,0,0,0,0,0,6132,"64250",0,0,0
"796",6037554900,1,0,0,0,0,0,0,0,0,0,0,0,0,7513,"53882",0,0,3
"797",6037555001,1,0,0,0,0,0,0,0,0,0,0,0,0,5407,"64191",0,0,0
"798",6037555103,3,0,0,0,0,0,0,0,0,0,0,0,0,4812,"74232",2,1,6
"799",6037555104,2,0,0,0,0,0,0,0,0,0,0,0,0,4326,"61703",0,0,1
"800",6037555211,3,0,0,0,0,0,0,0,0,0,0,0,0,5622,"34911",0,0,1
"801",6037555212,1,0,0,0,0,0,0,0,0,0,0,0,0,4739,"38151",1,0,1
"802",6037570100,1,0,0,0,0,0,0,0,0,0,0,0,0,3144,"87000",0,0,0
"803",6037570202,1,0,0,0,0,0,0,0,0,0,0,0,0,6003,"59076",0,0,0
"804",6037570204,1,0,0,0,0,0,0,0,0,0,0,0,0,3969,"56272",0,0,1
"805",6037570402,2,0,0,0,0,0,0,0,0,0,0,0,0,3436,"63770",0,0,2
"806",6037570403,1,0,0,0,0,0,0,0,0,0,0,0,0,5173,"35893",0,0,0
"807",6037570404,3,0,0,0,0,0,0,0,0,0,0,0,0,3525,"56283",0,0,2
"808",6037570501,1,0,0,0,0,0,0,0,0,0,0,0,0,7233,"59489",0,0,2
"809",6037570702,2,0,0,0,0,0,0,0,0,0,0,0,0,2392,"80179",1,0,1
"810",6037570800,1,0,0,0,0,0,0,0,0,0,0,0,0,5616,"82344",1,0,1
"811",6037570901,2,0,0,0,0,0,0,0,0,0,0,0,0,5930,"94722",0,0,2
"812",6037571000,4,0,0,0,0,0,0,0,0,0,0,0,0,5904,"87909",0,0,3
"813",6037571101,2,0,0,0,0,0,0,0,0,0,0,0,0,4512,"109803",0,0,0
"814",6037571102,2,0,0,0,0,0,0,0,0,0,0,0,0,4049,"87688",0,0,5
"815",6037571200,1,0,0,0,0,0,0,0,0,0,0,0,0,7948,"76966",0,1,1
"816",6037571400,1,0,0,0,0,0,0,0,0,0,0,0,0,4613,"81577",0,0,0
"817",6037571503,3,0,0,0,0,0,0,0,0,0,0,0,0,4244,"79931",0,0,0
"818",6037571600,1,0,0,0,0,0,0,0,0,0,0,0,0,2068,"13304",0,0,0
"819",6037571703,1,0,0,0,0,0,0,0,0,0,0,0,0,3921,"35313",0,0,0
"820",6037571704,5,0,0,0,0,0,0,0,0,0,0,0,0,4213,"41599",0,0,0
"821",6037571800,2,0,0,0,0,0,0,0,0,0,0,0,0,2994,"104231",0,0,1
"822",6037571900,3,0,0,0,0,0,0,0,0,0,0,0,0,5713,"70885",0,0,2
"823",6037572001,1,0,0,0,0,0,0,0,0,0,0,0,0,5272,"82167",0,0,1
"824",6037572100,1,0,0,0,0,0,0,0,0,0,0,0,0,1080,"110655",0,0,1
"825",6037572400,3,0,0,0,0,0,0,0,0,0,0,0,0,1310,"69712",0,0,0
"826",6037572500,1,0,0,0,0,0,0,0,0,0,0,0,0,3315,"26322",0,0,0
"827",6037572600,2,0,0,0,0,0,0,0,0,0,0,0,0,5531,"75750",1,1,1
"828",6037572800,1,0,0,0,0,0,0,0,0,0,0,0,0,1059,"19063",0,0,0
"829",6037572900,1,0,0,0,0,0,0,0,0,0,0,0,0,5521,"40318",0,0,1
"830",6037573100,1,0,0,0,0,0,0,0,0,0,0,0,0,7692,"55238",0,0,0
"831",6037573201,1,0,0,0,0,0,0,0,0,0,0,0,0,4786,"30169",0,0,1
"832",6037573300,2,0,0,0,0,0,0,0,0,0,0,0,0,4311,"34875",0,0,0
"833",6037573401,2,0,0,0,0,0,0,0,0,0,0,0,0,1382,"69191",0,0,1
"834",6037573402,2,0,0,0,0,0,0,0,0,0,0,0,0,6853,"52907",0,0,0
"835",6037573403,3,0,0,0,0,0,0,0,0,0,0,0,0,3256,"107977",0,0,2
"836",6037573601,2,0,0,0,0,0,0,0,0,0,0,0,0,5942,"101083",0,0,0
"837",6037573800,5,0,0,0,0,0,0,0,0,0,0,0,0,4359,"97791",0,0,0
"838",6037573902,1,0,0,0,0,0,0,0,0,0,0,0,0,2089,"118241",0,0,0
"839",6037574100,1,0,0,0,0,0,0,0,0,0,0,0,0,5119,"91152",0,0,1
"840",6037574400,3,0,0,0,0,0,0,0,0,0,0,0,0,5015,"96731",0,0,4
"841",6037574602,1,0,0,0,0,0,0,0,0,0,0,0,0,1188,"82708",0,0,0
"842",6037574901,2,0,0,0,0,0,0,0,0,0,0,0,0,3765,"96734",0,0,1
"843",6037574902,1,0,0,0,0,0,0,0,0,0,0,0,0,4865,"50469",0,0,0
"844",6037575001,1,0,0,0,0,0,0,0,0,0,0,0,0,3640,"68162",0,0,1
"845",6037575101,1,0,0,0,0,0,0,0,0,0,0,0,0,4465,"42119",0,0,0
"846",6037575103,1,0,0,0,0,0,0,0,0,0,0,0,0,4944,"41748",0,0,0
"847",6037575201,1,0,0,0,0,0,0,0,0,0,0,0,0,4677,"35875",0,0,1
"848",6037575202,4,0,0,0,0,0,0,0,0,0,0,0,0,5076,"32368",0,0,1
"849",6037575300,1,0,0,0,0,0,0,0,0,0,0,0,0,5268,"32250",1,0,1
"850",6037575401,2,0,0,0,0,0,0,0,0,0,0,0,0,5284,"29544",0,0,0
"851",6037575402,3,0,0,0,0,0,0,0,0,0,0,0,0,4288,"37833",0,0,0
"852",6037575500,2,0,0,0,0,0,0,0,0,0,0,0,0,43,"11736",0,0,1
"853",6037575902,4,0,0,0,0,0,0,0,0,0,0,0,0,4697,"33650",0,1,2
"854",6037576001,9,0,0,0,0,0,0,0,0,0,0,0,0,5587,"76003",0,0,4
"855",6037576200,3,0,0,0,0,0,0,0,0,0,0,0,0,5726,"24562",0,0,0
"856",6037576301,4,0,0,0,0,0,0,0,0,0,0,0,0,4134,"34236",0,0,1
"857",6037576302,1,0,0,0,0,0,0,0,0,0,0,0,0,5330,"40353",0,0,0
"858",6037576401,1,0,0,0,0,0,0,0,0,0,0,0,0,5203,"28604",0,0,0
"859",6037576402,1,0,0,0,0,0,0,0,0,0,0,0,0,4806,"36442",0,1,1
"860",6037576403,2,0,0,0,0,0,0,0,0,0,0,0,0,5245,"32525",0,0,1
"861",6037576503,1,0,0,0,0,0,0,0,0,0,0,0,0,4415,"44464",0,0,0
"862",6037576601,11,0,0,0,0,0,0,0,0,0,0,0,0,4429,"54259",0,0,5
"863",6037576802,2,0,0,0,0,0,0,0,0,0,0,0,0,3852,"56065",0,0,1
"864",6037576901,1,0,0,0,0,0,0,0,0,0,0,0,0,6408,"24911",0,0,0
"865",6037576903,2,0,0,0,0,0,0,0,0,0,0,0,0,4012,"38951",0,0,0
"866",6037576904,3,0,0,0,0,0,0,0,0,0,0,0,0,3287,"48534",0,0,0
"867",6037577000,2,0,0,0,0,0,0,0,0,0,0,0,0,7219,"59460",0,0,0
"868",6037577100,5,0,0,0,0,0,0,0,0,0,0,0,0,7143,"61770",0,0,0
"869",6037577200,2,0,0,0,0,0,0,0,0,0,0,0,0,5374,"70457",0,0,0
"870",6037577400,3,0,0,0,0,0,0,0,0,0,0,0,0,2944,"82171",3,0,1
"871",6037577501,7,0,0,0,0,0,0,0,0,0,0,0,0,3516,"88882",0,0,2
"872",6037577602,2,0,0,0,0,0,0,0,0,0,0,0,0,3292,"87452",0,0,0
"873",6037577603,7,0,0,0,0,0,0,0,0,0,0,0,0,7964,"101486",0,0,10
"874",6037577604,10,0,0,0,0,0,0,0,0,0,0,0,0,1368,"91563",0,0,2
"875",6037599000,5,0,0,0,0,0,0,0,0,0,0,0,0,3581,"62440",0,0,4
"876",6037600100,1,111,56,0,0,6,122,0,5,53,0,21,374,6691,"25875",1,1,0
"877",6037600201,1,21,24,0,0,3,20,0,4,5,0,1,78,4395,"30703",0,0,0
"878",6037600304,4,32,46,0,1,2,32,1,4,24,0,4,146,3412,"23342",0,0,0
"879",6037600400,1,17,7,0,0,0,9,0,2,1,0,2,38,4226,"34853",1,1,3
"880",6037600601,1,0,1,0,0,0,2,0,0,1,0,0,4,2615,"62281",0,0,0
"881",6037600704,1,1,3,0,0,0,0,0,2,1,0,0,7,3085,"65144",1,1,2
"882",6037600801,3,32,22,0,0,2,25,0,11,15,0,3,110,3466,"55741",0,0,0
"883",6037600912,2,47,27,0,0,3,16,0,4,8,0,5,110,5694,"43721",0,0,1
"884",6037601001,1,0,0,0,0,0,0,0,0,0,0,0,0,1949,"27667",3,0,6
"885",6037601002,1,0,0,0,0,0,0,0,0,0,0,0,0,5053,"42222",0,0,1
"886",6037601302,1,4,10,0,0,1,5,0,1,7,0,1,29,7534,"47658",0,0,0
"887",6037601401,2,3,13,0,1,0,2,0,4,5,0,0,28,5346,"42628",1,1,1
"888",6037601402,1,5,7,0,0,4,7,0,1,5,0,0,29,5139,"55531",1,0,2
"889",6037601502,1,3,2,0,0,1,4,0,2,4,0,1,17,4056,"40213",0,0,0
"890",6037602004,1,0,0,0,0,0,0,0,0,0,0,0,0,3753,"39730",0,0,1
"891",6037602103,1,0,0,0,0,0,0,0,0,0,0,0,0,6839,"33708",0,0,0
"892",6037602104,2,0,0,0,0,0,0,0,0,0,0,0,0,5760,"44731",1,0,2
"893",6037602200,2,1,0,0,0,0,0,1,0,2,0,0,4,8202,"57215",0,1,4
"894",6037602302,3,0,0,0,0,0,0,0,0,0,0,0,0,3736,"102435",0,0,1
"895",6037602402,2,0,0,0,0,0,0,0,0,0,0,0,0,6375,"50841",2,0,1
"896",6037602509,4,0,0,0,0,0,0,0,0,0,0,0,0,4137,"55642",0,1,1
"897",6037602700,2,0,0,0,0,0,0,0,0,0,0,0,0,3688,"80733",0,0,2
